line_no,en,vi,tr,es
3761,"“So is everyone.” I’d often thought, If only I had the body of Jase Worthington.","“Ai chả thế.” Tôi vẫn thường nghĩ, Giá mà mình có thân hình chuẩn như Jase Worthington.","“Herkes öyle.” Sık sık, keşke Jase Worthington'ın vücuduna sahip olsaydım, diye düşünürdüm.",Como todo el mundo. Muchas veces había pensado: «Ojalá tuviera el cuerpo de Jase Worthington.
3762,Walked like I knew how to walk.,Đi đứng đĩnh đạc như thể mình biết phải đi thế nào.,Nasıl yürüneceğini biliyormuş gibi yürüseydim.,Andaría como si supiera andar.
3763,Kissed like I knew how to kiss.,Hôn điệu nghệ như thể mình biết phải hôn thế nào.,Nasıl öpüleceğini biliyormuş gibi öpseydim.,Besaría como si supiera besar».
3764,“But not in the same way.,“Nhưng theo những cách khác nhau.,“Ama aynı şekilde değil.,—Pero no de la misma manera.
3765,Ben and I are superficial in the same way.,Ben và tớ cùng phù phiếm nông cạn một kiểu.,"Ben’le aynı şekilde yüzeyseliz, insanların senden hoşlanmasıysa senin umurunda değil.",Ben y yo somos superficiales de la misma manera.
3766,You don’t give a shit if people like you.”,Cậu thì chẳng để tâm liệu mọi người có mến cậu hay không.”,"Ben’le aynı şekilde yüzeyseliz, insanların senden hoşlanmasıysa senin umurunda değil.",A ti no te importa una mierda caer bien a los demás.
3767,Which was both true and not.,Điều đó vừa đúng vừa không đúng.,Bu hem doğru hem de değildi.,"Lo que en parte era cierto, y en parte no."
3768,"“I care more than I’d like to,” I said.","“Tớ để tâm nhiều hơn là tớ muốn đấy,” tôi nói.","“İstediğimden daha çok önemsiyorum,” dedim.",—Me importa más de lo que quisiera —le dije.
3769,"“Everything sucks without Margo,” she said.","“Không có Margo mọi thứ cứ loạn lên,” Lacey nói.","“Margo olmadan her şey berbat,” dedi.",—Sin Margo todo es una mierda —repuso.
3770,"She was drunk, too, but I didn’t mind her variety of drunk.","Cậu ấy cũng say rồi, nhưng tôi không thấy khó chịu vì kiểu say này.",Lacey de sarhoştu ama onun sarhoş hah çok sorun değildi.,"También ella estaba borracha, pero su modalidad de borrachera no me molestaba."
3771,"“Yeah,” I said.","“Ừ,” tôi đồng tình.","“Evet,” dedim.",—Sí —admití.
3772,"“I want you to take me to that place,” she said.","“Tớ muốn cậu đưa tớ đến đó,” Lacey nói tiếp.","“Beni o yere götürmeni istiyorum,” dedi.",—Quiero que me lleves a ese sitio —me dijo—.
3773,“That strip mall.,“Mấy gian cửa hàng bỏ không ấy.,“O alışveriş merkezine.,Al centro comercial.
3774,Ben told me about it.”,Ben đã nói với tớ rồi.”,Ben bana oradan bahsetti.,Ben me lo contó.
3776,"I told her I’d been there all night, that I’d found Margo’s nail polish and her blanket.","“Ừ, chúng ta có thể đi bất cứ khi nào cậu muốn,” tôi đáp, rồi kể với Lacey rằng tôi đã ở đó cả đêm, rằng tôi đã tìm thấy lọ sơn móng tay và chăn của Margo.","Ona bütün gece orada olduğumu, Margo’nun ojesini ve battaniyesini bulduğumu anlattım.","Le conté que había pasado allí la noche, que había encontrado un frasco de pintaúñas y una manta de Margo."
3777,"Lacey was quiet for a while, breathing through her open mouth.","Lacey yên lặng một lúc, há miệng ra thở. Rút cục khi lên tiếng, cậu ấy gần như thì thầm.","Lacey, açık ağzmdan nefes alarak bir süre sessiz kaldı.","Lacey se quedó un momento callada, respirando por la boca."
3778,"When she finally said it, she almost whispered it.","Lacey yên lặng một lúc, há miệng ra thở. Rút cục khi lên tiếng, cậu ấy gần như thì thầm.",Sonunda konuştuğunda neredeyse fısıldıyordu.,"Cuando por fin lo dijo, fue casi en un susurro."
3779,"Worded like a question and spoken like a statement: “She’s dead, isn’t she.”","Tìm từ cho một câu hỏi và nói ra như một khẳng định, “Margo chết rồi, phải không.”","Bir soru gibi kelimelere dökülmüş, bir açıklama olarak dile getirilmiş bir cümle: “O öldü, değil mi.","Parecía una pregunta, aunque lo pronunció como una afirmación: —Está muerta, verdad."
3780,"“I don’t know, Lacey.","“Lacey à, tớ không biết.","“Bilmiyorum, Lacey.","—No lo sé, Lacey."
3781,"I thought so until tonight, but now I don’t know.”","Cho đến tối hôm nay, tớ cũng nghĩ vậy, nhưng giờ tớ không biết nữa.”","“Bilmiyorum, Lacey. Bu geceye kadar öyle düşünüyordum ama şimdi bilmiyorum.","—No lo sé, Lacey. Lo pensaba hasta esta noche, pero ahora no lo sé."
3782,“She’s dead and we’re all . . . doing this.”,“Cậu ấy chết rồi còn chúng ta... bày ra những trò này.”,“O öldü ve hepimiz... bunları yapıyoruz.,"—Ella muerta, y nosotros… haciendo todo esto."
3783,"I thought of the highlighted Whitman: “If no other in the world be aware I sit content, / And if each and all be aware I sit content.”","Tôi chợt nghĩ đến một câu được đánh dấu trong Whitman: “Nếu không ai khác trên thế gian này diệu ngộ, ta ngồi an nhiên, / Và nếu mỗi và mọi người diệu ngộ, ta ngồi an nhiên.”","Altı çizilmiş Whitman’ı düşündüm: “Memnun kalacağım, dünyadaki hiç kimse farkına varmazsa, / Ve memnun kalacağım, her biri ve hepsi farkına varsa da.” “Belki istediği budur, hayatın devam etmesi,” dedim.","Pensé en los versos marcados de Whitman: «Si nadie en el mundo lo sabe, estoy satisfecho, / Si todos y cada uno lo saben, estoy satisfecho»."
3785,"“That doesn’t sound like my Margo,” she said, and I thought of my Margo, and Lacey’s Margo, and ms Spiegelman’s Margo, and all of us looking at her reflection in different fun house mirrors.","“Như thế chẳng giống Margo chút nào,” Lacey nói, và tôi nghĩ đến Margo của tôi, Margo của Lacey, Margo của cô Spiegelman, tất cả chúng tôi đều nhìn hình phản chiếu của Margo lên những tấm gương khác nhau trong nhà cười.","“Bu kulağa benim bildiğim Margo gibi gelmiyor,” dedi; kendi Margom’u, Lacey’nin Margo’sunu, Bayan Spiegelman’m Margo’sunu ve hepimizi, onun, eğlence parklarının farklı aynalarındaki yansımalarına bakarken düşündüm.","—No suena a mi Margo —comentó. Y pensé en mi Margo, en la Margo de Lacey, en la Margo de la señora Spiegelman, y en todos nosotros observando su imagen en un espejo distinto de una casa de los espejos."
3786,"I was going to say something, but Lacey’s open mouth became truly slack-jawed, and she leaned her head against the cold gray tile of the bathroom wall, asleep.","Tôi định nói gì đó, nhưng Lacey thực sự đã há hốc miệng, đầu tựa vào tường phòng tắm lát đá men lạnh ngắt, ngủ ngon lành.","Bir şeyler söyleyecektim ama Lacey’nin açılmış ağzı gerçekten gevşek bir çeneye dönüştü ve başını banyo duvarının soğuk, gri fayansına yaslayıp uykuya daldı.","Iba a decir algo, pero la boca abierta de Lacey se terminó de abrir del todo y apoyó la cabeza en las frías baldosas del baño, dormida."
3787,It wasn’t until after two people had come into the bathroom to pee that I decided to wake her up.,"Sau khi có thêm hai người nữa vào phòng tắm đi tiểu, tôi quyết định đánh thức Lacey.",İki kişi çişini yapmak için banyoya geldikten sonra Lace/yi uyandırmaya karar verdim.,No decidí despertarla hasta que dos personas entraron en el baño a mear.
3788,"It was almost 5 A. M., and I needed to take Ben home.","Gần 5 giờ sáng, tôi cần đưa Ben về nhà.",Saat sabahın beşiydi ve Ben’i eve götürmem gerekiyordu.,Eran casi las cinco de la madrugada y tenía que llevar a Ben a su casa.
3789,"“Lace, wake up,” I said, touching her flip-flop with my shoe.","“Lacey ơi, dậy thôi,” tôi gọi, giày khẽ khều sang đôi dép của cậu ấy.","“Lace, uyan,” dedim ayakkabımla terliğine dokunarak.","—Lace, despierta —le dije rozándole la sandalia con mi zapato."
3790,She shook her head.,Lacey lúc lắc đầu.,Başını salladı.,Movió la cabeza.
3791,"“I like being called that,” she said.","“Tớ thích được đánh thức như vậy đấy,” cậu ấy nói.","“Bu şekilde çağınlmayı seviyorum,” dedi.",—Me gusta que me llamen así —me dijo—.
3792,"“You know that you’re, like, currently my best friend?”","“Cậu biết không, hiện giờ cậu cứ như bạn thân nhất của tớ vậy.”","“Biliyor musun, şu anda benim en iyi arkadaşım gibisin.",¿Sabes que ahora mismo eres mi mejor amigo?
3793,"“I’m thrilled,” I said, even though she was drunk and tired and lying.","“Hân hạnh quá,” tôi nói, Lacey vẫn còn ngà ngà, mệt và chưa chịu dậy. “Vậy nghe tớ, chúng ta cùng lên gác, nếu có đứa nào dám động đến cậu thì tớ sẽ bảo vệ danh dự cho cậu.”","“Çok mutlu oldum,” dedim, sarhoş, yorgun ve yalan söylüyor olmasına rağmen.","—Me alegro mucho —le contesté, aunque estaba borracha y cansada, y mentía—."
3794,"“So listen, we’re going to go upstairs together, and if anybody says anything about you, I will defend your honor.”","“Hân hạnh quá,” tôi nói, Lacey vẫn còn ngà ngà, mệt và chưa chịu dậy. “Vậy nghe tớ, chúng ta cùng lên gác, nếu có đứa nào dám động đến cậu thì tớ sẽ bảo vệ danh dự cho cậu.”","“Bak, beraber üst kata çıkacağız ve eğer biri senin hakkında bir şey söylerse onurunu koruyacağım.","Mira, vamos a subir los dos, y si alguien dice algo de ti, defenderé tu honor."
3795,"“Okay,” she said.","“Đồng ý,” Lacey nói.","“Tamam,” dedi.",—Vale —me dijo.
3796,"And so we went upstairs together, and the party had thinned out a little, but there were still some baseball players, including Jase, over by the keg.","Chúng tôi cùng đi lên gác, bữa tiệc đã vãn bớt, nhưng vẫn còn mấy cậu trong đội bóng chày, có cả Jase, ngồi quanh bom bia.","Ve böylece birlikte üst kata çıktık; partideki insanlar biraz azalmıştı ama hâlâ fıçının yanında, Jase de dâhil, birkaç beyzbol oyuncusu vardı.","Así que subimos juntos. La fiesta se había dispersado un poco, pero todavía quedaban varios jugadores de béisbol, incluido Jase, encima del barril de cerveza."
3797,Mostly there were people sleeping in sleeping bags all over the floor; some of them were squeezed onto the pullout couch.,Đa phần mọi người đang ngủ trong những túi ngủ la liệt trên sàn; có mấy đứa thu mình nằm cho vừa ghế xô-pha.,Çoğunlukla zeminin her yerinde uyku tulumlarının içinde uyuyan insanlar vardı; bazıları çekyata sıkışmıştı.,La mayoría estaban durmiendo en sacos de dormir tirados por el suelo. Había varios apretujados en un sofá cama.
3798,"Angela and Radar were lying together on a love seat, Radar’s legs dangling over the side.","Angela và Radar nằm cạnh nhau trên một xô-pha đôi, chân Radar duỗi sang một bên.","Angela ile Radar iki kişilik bir koltukta uzanıyorlardı, Radar’m bacakları yan taraftan sarkıyordu.",Angela y Radar estaban tumbados juntos en un sofá de dos plazas. A Radar le colgaban las piernas por un lado.
3799,They were sleeping over.,Cả hai đang ngủ say.,Gece orada kalıyorlardı.,Iban a quedarse a dormir.
3800,"Just as I was about to ask the guys by the keg if they’d seen Ben, he ran into the living room.","Tôi đang định hỏi mấy cậu tụ tập quanh bom bia xem có thấy Ben đâu không, thì Ben đã chạy sầm sầm vào phòng khách.",Tam fıçının yanındaki çocuklara Ben’i görüp görmediklerini sormak üzereydim ki Ben koşarak salona girdi.,Estaba a punto de preguntar a los tipos que había junto al barril si habían visto a Ben cuando entró corriendo en la sala.
3801,"He wore a blue baby bonnet on his head and was wielding a sword made out of eight empty cans of Milwaukee’s Best Light, which had, I assumed, been glued together.","Nó đội cái mũ nồi trẻ con màu xanh da trời trên đầu, tay lăm lăm thanh gươm chế từ tám lon bia Milwaukee’s Best Light rỗng. Xem chừng Ben đã lấy keo dính tất cả lại.","Kafasına açık mavi renkli bir bone takmıştı ve elinde, birbirine yapıştırıldığım düşündüğüm, sekiz tane boş Milwaukee’s Best Light8 kutusundan oluşturulmuş bir kılıç tutuyordu.","Llevaba en la cabeza un gorro azul de bebé y blandía una espada hecha con ocho latas vacías de Milwaukee’s Best Light, que supuse que había pegado."
3803,"Ben shouted, pointing at me with the sword.","“THẤY RỒI NHÉ!” Ben réo rắt, chỉ thanh gươm vào tôi.","“SENİ GÖRÜYORUM!” diye bağırdı Ben, kılıçla beni işaret ederek.",—¡TE HE VISTO! —gritó Ben apuntándome con la espada—.
3809,"Ben, calm down.”",Bình tĩnh đi Ben.”,"Ben, sakin ol.","—¿Qué? Ben, cálmate."
3810,“KNEES!”,“QUÌ XUỐNG!”,“ÇÖK!”,—¡DE RODILLAS!
3811,"I obediently knelt, looking up at him.","Tôi ngoan ngoãn quì, ngước lên nhìn nó.",İtaatkâr bir şekilde ona bakarak çöktüm.,Me arrodillé obedientemente y lo miré.
3812,He lowered the beer sword and tapped me on each shoulder.,"Ben hạ thanh gươm lon bia xuống, chạm vào từng bên vai tôi. “Với sức mạnh của thanh gươm lon bia gắn keo siêu dính, ta phong cho ngươi tước hiệu tài xế!”",Bira kılıcını aşağı indirip iki omzuma hafifçe dokundurdu.,Levantó la espada de latas de cerveza y me dio un golpecito en cada hombro.
3813,"“By the power of the superglue beer sword, I hereby designate you my driver!”","Ben hạ thanh gươm lon bia xuống, chạm vào từng bên vai tôi. “Với sức mạnh của thanh gươm lon bia gắn keo siêu dính, ta phong cho ngươi tước hiệu tài xế!”","“Süper yapıştırıcılı bira kılıcının gücü adına, seni şoförüm ilan ediyorum!","—Por el poder de la espada de latas de cerveza pegadas, por la presente te nombro mi conductor."
