line_no,en,vi,tr,es
3253,"This is something you can depend upon: there will always be alliances, of one kind or another.","Đó là một điều ta luôn tin được: ở đâu cũng có liên minh, dù thuộc loại nào.","Güvenebileceğiniz bir şeydir bu: Her zaman yakınlaşmalar olacaktır, şu ya da bu türden.","Esto es algo de lo que puedes estar Segura: siempre habrá alianzas, de un tipo o de otro."
3254,Aunt Lydia called Janine into her office.,Dì Lydia gọi Janine vào văn phòng.,Lydia Teyze Janine'i bürosuna çağırdı.,Tía Lydia llamó a Janine a su despacho.
3255,"Blessed be the fruit, Janine, Aunt Lydia would have said, without looking up from her desk, where she was writing something.","Chúc phúc cho hoa trái, Janine, dì Lydia chắc đã nói vậy, mà không nhìn lên, vẫn hí hoáy viết.","Tanrı Meyveyi kutsasın, Janine, demiştir Lydia Teyze bir şeyler yazdığı masasından başını kaldırmadan.","Bendito sea el fruto, Janine, debió de haber dicho Tía Lydia, sin levantar la vista del escritorio, ante el cual estaba sentada escribiendo algo."
3256,For every rule there is always an exception: this too can be depended upon.,Luật nào cũng có ngoại lệ: lại một điều luôn tin được.,Her kuralın daima bir istisnası vardır: buna da güvenilebilir.,Todas las reglas tienen siempre una excepción: de esto también puedes estar segura.
3257,The Aunts are allowed to read and write.,Các dì được phép đọc và viết.,Teyzeler’in okumalarına ve yazmalarına izin verilir.,A las Tías se les permite leer y escribir.
3258,"May the Lord open, Janine would have replied, tonelessly, in her transparent voice, her voice of raw egg white.","Cầu Người ban xuất sanh, Janine chắc đã trả lời, không âm sắc, bằng cái giọng trong suốt, giọng lòng trắng trứng sống điển hình của cô.","Tanrı kabul etsin, diye yanıtlamıştır Janine, tondan yoksun şeffaf sesiyle, çiğ yumurta beyazı sesiyle.","Que el Señor permita que madure, habría respondido Janine en tono apagado, con su voz transparente, su voz de clara de huevo cruda."
3259,"I feel I can rely on you, Janine, Aunt Lydia would have said, raising her eyes from the page at last and fixing Janine with that look of hers, through the spectacles, a look that managed to be both menacing and beseeching, all at once.","Tôi cảm thấy có thể trông cậy vào cô, Janine ạ, dì Lydia chắc đã nói, khi cuối cùng cũng rời mắt khỏi trang giấy mà đóng đinh lên Janine, qua cặp kính, cái nhìn đặc trưng vừa đe dọa vừa cầu khẩn, cùng lúc.","Sana güvenebileceğimi hissediyorum, Janine, demiştir Lydia Teyze sonunda sayfalardan gözlerini kaldırarak ve gözlüklerinin ardından hem tehditkâr hem de yalvaran, hepsi birden olmayı başaran bakışıyla Janine'i yerine mıhlayarak.","Siento que puedo confiar en ti, Janine, debió de haber dicho Tía Lydia, levantando por fin los ojos de la página y clavándolos en Janine con esa expresión tan característica mirándola a través de las gafas, una mirada que lograba ser al mismo tiempo amenazadora y suplicante."
3260,"Help me, that look said, we are all in this together.","Giúp tôi nhé, ánh mắt ấy bảo, chúng ta cùng hội cùng thuyền.","Bana yardım et, diyordu bu bakış, bu işte hepimiz beraberiz.","Ayúdame, decía esa mirada, estamos juntas en esto."
3261,"You are a reliable girl, she went on, not like some of the others.","Cô có thế trông cậy được, dì tiếp, không giống nhiều người trong số họ.","Güvenilir bir kızsın sen, diye devam etti, kimi diğerlerine benzemiyorsun.","Tú eres una chica de confianza, proseguía, no como algunas otras."
3262,"She thought all Janine's sniveling and repentance meant something, she thought Janine had been broken, she thought Janine was a true believer.","Dì cho tất cả màn thút thít ăn năn của Janine phải có ý nghĩa, dì cho Janine đã quy, dì cho Janine là một tín đồ chân chính.","Janine'in bütün o salya sümük ağlamalarının ve pişmanlıklarının bir anlamı bulunduğunu, onun çözüldüğünü ve gerçek bir inanan olduğunu düşünüyordu.","Pensó que todos los lloriqueos y arrepentimientos de Janine significaban algo, pensó que Janine se había quebrado, pensó que Janine era una auténtica creyente."
3263,"But by that time Janine was like a puppy that's been kicked too often, by too many people, at random: she'd roll over for anyone, she'd tell anything, just for a moment of approbation.","Nhưng tới lúc đó Janine đã trở thành một con chó con phải đá quá nhiều lần, bất cứ khi kẻ nào có hứng: cô ta sẽ lăn lưng ra khi bất kỳ ai muốn gãi bụng, sẽ xổ ra bất cứ gì, miễn là được một giây tán thưởng.","Ama o sıralar Janine çok kimse tarafından rasgele her önüne geldiğinde tekmelenmiş bir köpeciğe dönmüştü: sadece bir anlık takdir için herkesin önünde takla atar, her şeyi söylerdi.","Pero en aquel entonces Janine era como un cachorro que ha sido pateado muchas veces, por mucha gente, sin motivo alguno: se habría dejado llevar por cualquiera, habría dicho cualquier cosa, sólo por un momento de aprobación."
3264,"So Janine would have said: I hope so, Aunt Lydia.","Thế nên Janine chắc đã nói: Con hy vọng thế, dì Lydia.","Bu yüzden Janine şöyle demiştir: Umarım öyledir, Lydia Teyze.","De modo que Janine debió de haber dicho: eso espero, Tía Lydia."
3265,I hope I have become worthy of your trust.,Con hy vọng mình đã xứng đáng với lòng tin của dì.,Umarım güveninize layık olmuşumdur.,Espero haberme hecho digna de tu confianza.
3266,Or some such thing.,Hoặc thứ gì đại loại.,Ya da buna benzer bir şey.,O algo por el estilo.
3267,"Janine, said Aunt Lydia, something terrible has happened.","Janine, dì Lydia nói, một chuyện kinh khủng đã xảy ra.","Janine, dedi Lydia Teyze, çok korkunç bir şey oldu.","Janine, dijo Tía Lydia, ha ocurrido algo terrible."
3268,Janine looked down at the floor.,Janine nhìn xuống sàn.,Janine yere baktı.,Janine clavó la vista en el suelo.
3269,"Whatever it was, she knew she would not be blamed for it, she was blameless.","Dù là chuyện gì, cô ta biết mình không hứng tội, cô ta hoàn toàn vô tội.","Ne olursa olsun, bunun için suçlanmayacağını biliyordu, o suçsuzdu.","Fuera lo que fuese, sabía que a ella no podrían culparla, ella era inocente."
3270,"But what use had that been to her in the past, to be blameless?","Nhưng cả trước kia vô tội cũng đâu giúp gì? Vì thế cùng lúc cô lại thấy mình có tội, thấy như sắp bị trừng phạt đến nơi.","Ama geçmişte ne yararı dokunmuştu ki bunun, suçsuz olmanın?",¿Pero para qué le sirvió ser inocente en el pasado?
3271,"So at the same time she felt guilty, and as if she was about to be punished.","Nhưng cả trước kia vô tội cũng đâu giúp gì? Vì thế cùng lúc cô lại thấy mình có tội, thấy như sắp bị trừng phạt đến nơi.",Böylece aynı anda hem suçlu hem de cezalandırılmak üzere gibi hissetti kendini.,"Así que al mismo tiempo se sintió culpable, y como si estuviera a punto de ser castigada."
3272,"Do you know about it, Janine?","Cô biết chuyện không, Janine? dì Lydia nhẹ nhàng hỏi.","Bunun ne olduğunu biliyor musun, Janine? dedi Lydia Teyze yumuşak bir sesle.","¿Sabes algo de eso, Janine?, le preguntó Tía Lydia suavemente."
3274,"No, Aunt Lydia, said Janine.","Không, thưa dì, Janine nói.","Hayır, Lydia Teyze, dedi Janine.","No, Tía Lydia, dijo Janine."
3275,"She knew that at this moment it was necessary to look up, to look Aunt Lydia straight in the eyes.","Cô ta biết rằng tới thời điểm này cần phải ngẩng lên, nhìn thẳng vào mắt dì Lydia.",O anda başını kaldırıp doğrudan Lydia Teyze'nin gözlerinin içine bakması gerektiğini akıl etti.,Sabía que en este momento resultaba imprescindible levantar la vista y mirar a Tía Lydia a los ojos.
3276,After a moment she managed it.,Sau một giây cô ta cũng làm được.,Bir an sonra bunu başardı da.,Lo logró al cabo de un momento.
3277,"Because if you do I will be very disappointed in you, said Aunt Lydia.","Bởi nếu có tôi sẽ thất vọng về cô vô cùng, dì Lydia nói.","Çünkü biliyorsan, beni düş kırıklığına uğratmış olacaksın, dedi Lydia Teyze.","Porque si lo sabes me sentiré muy defraudada, dijo Tía Lydia."
3278,"As the Lord is my witness, said Janine with a show of fervor.","Có Chúa chứng giám, Janine nói nhiệt thành hết mực.","Tanrı şahidim olsun, dedi Janine ateşli bir edayla.","Pongo al Señor por testigo, repuso Janine en una muestra de su fervor."
3279,Aunt Lydia allowed herself one of her pauses.,Dì Lydia tự cho mình thưởng thức một khoảng lặng nữa.,Lydia Teyze şu bildik konuşma aralarından birini verdi.,Tía Lydia hizo una de sus pausas.
3280,She fiddled with her pen.,Dì nghịch nghịch cây bút.,Kalemiyle oynuyordu.,Jugueteó con la pluma.
3281,"Moira is no longer with us, she said at last.","Moira không còn ở với chúng ta nữa, cuối cùng dì nói.","Moira artık bizimle değil, dedi sonunda.","Moira ya no está con nosotras, dijo finalmente."
3282,"Oh, said Janine.","À, Janine nói.","Aa, dedi Janine.","Oh, se asombró Janine."
3283,She was neutral about this.,Cô ta chẳng cảm thấy gì.,Bu onu pek ilgilendirmemişti.,Era neutral con respecto a esto.
3284,Moira wasn't a friend of hers.,Moira không thuộc số bạn bè cô.,Moira arkadaşı değildi.,Moira no era amiga suya.
3285,Is she dead?,Cô ấy chết à? cô hỏi sau một lát.,Öldü mü? diye sordu bir süre sonra.,"¿Ha muerto?, preguntó."
3286,she asked after a moment.,Cô ấy chết à? cô hỏi sau một lát.,Öldü mü? diye sordu bir süre sonra.,"¿Ha muerto?, preguntó."
3287,Then Aunt Lydia told her the story.,Rồi dì Lydia kể câu chuyện ấy.,Sonra da Lydia Teyze bu öyküyü anlattı ona.,Entonces Tía Lydia le contó la historia.
3288,"Moira had raised her hand to go to the washroom, during Exercises.","Moira đã giơ tay xin đi vệ sinh, trong giờ Thể dục.",Egzersiz dersi sırasında Moira tuvalete gitmek için elini kaldırdı.,"Durante los Ejercicios, Moira había levantado la mano para ir al lavabo."
3290,Aunt Elizabeth was on washroom duty.,Cô đi. Dì Elizabeth đến lượt trực phòng vệ sinh.,Tuvalet nöbeti Elizabeth Teyze'nindi.,Tía Elizabeth estaba de servicio en el lavabo.
3291,"Aunt Elizabeth stayed outside the washroom door, as usual; Moira went in.","Dì Elizabeth đợi ngoài cửa, như thường lệ; Moira vào.","Elizabeth Teyze, her zamanki gibi, tuvalet kapısı dışında duruyordu; Moira içeri girdi.","Se encontraba del lado de afuera, como de costumbre; Moira entró."
3292,"After a moment Moira called to Aunt Elizabeth: the toilet was overflowing, could Aunt Elizabeth come and fix it?","Một lát sau Moira gọi dì: bồn vệ sinh tràn nước, dì Elizabeth có thể vào sửa giúp được không?","Bir süre sonra Moira Elizabeth Teyze'ye seslendi: tuvalet taşıyordu, acaba Elizabeth Teyze gelip düzeltebilir miydi?","Un momento después, Moira llamó a Tía Elizabeth: el retrete se estaba inundando, ¿podría Tía Elizabeth entrar y arreglarlo?"
3293,It was true that the toilets sometimes overflowed.,Quả đúng là bồn vệ sinh thỉnh thoảng trào nước.,Tuvaletlerin bazen taştığı doğruydu.,Era verdad que a veces los retretes se inundaban.
3294,Unknown persons stuffed wads of toilet paperdown them to make them do this very thing.,"Những kẻ giấu mặt đã nhồi hàng tảng giấy vệ sinh vào, chính là nhằm làm thế.",Bilinmeyen kişiler tomar tomar tuvalet kağıdı tıkıyorlardı tuvaletlere.,Personas no identificadas los llenaban de montones de papel higiénico para que ocurriera exactamente eso.
3295,"The Aunts had been working on some foolproof way of preventing this, but funds were short and right now they had to make do with what was at hand, and they hadn't figured out a way of locking up the toilet paper.","Các dì đang nghiên cứu một cách chắc ăn dễ ngăn ngừa, nhưng ngân quỹ thì có hạn và ngay lúc này họ phải xoay xở với những gì có sẵn, mà chưa nghĩ ra cách khóa nguồn giấy.","Teyzeler bunu önlemek için kusursuz bir çözüm üzerinde çalışıyorlardı, ancak fonlar azdı ve şimdi ellerindekiyle idare etmek zorundaydılar ve tuvalet kağıdını kilitleme yolunu bulamamışlardı.","Las Tías habían estado probando algún sistema infalible para evitarlo, pero los recursos eran escasos y en este momento se las tenían que arreglar con lo que tenían a mano, y no se les había ocurrido ningún modo de guardar el papel higiénico bajo llave."
3296,Possibly they should keep it outside the door on a table and hand each person a sheet or several sheets as she went in.,"Có lẽ họ nên để ngoài cửa trên bàn, mỗi người vào chỉ phát cho một hoặc vài mảnh.",Belki de kapının dışında bir masada bulundurup içeri girerken her kıza bir ya da birkaç tane vermeliydiler.,"Probablemente deberían tenerlo al otro lado de la puerta, encima de una mesa, y entregar a cada persona una o varias hojas en el momento de entrar."
3297,But that was for the future.,Nhưng đó là sau này.,Ancak bu gelecekte olacak bir şeydi.,Pero eso sería en el futuro.
