line_no,Ent,en,vi,tr,es
1268,,"I had on a new plaid skirt also that blew a little in the wind, and whenever this happened the red, white, and blue banners in front of all the houses stretched out stiff and said tut-tut-tut-tut, in a disapproving way.","Lúc đó em mặc chiếc váy sọc ca rô hơi bị gió thổi tung lên một tý. Mỗi khi như vậy thì những lá cờ mang màu đỏ, trắng, xanh trước cửa các ngôi nhà lại bay thẳng ra kêu lên những tiếnh ""tut tut tut tut"" một cách không tán thành.","Pilili eteğim ne zaman rüzgarda hava­lanacak gibi olsa, evlerin ön cephesine asılmış olan kırmızılı, mavi­li, beyazlı bayraklar da yükseliyor, benimle dalga geçercesine pat-pat- pat sesleriyle dalgalanıyordu.","Y tenía una falda escocesa nueva que se levantaba un poco al viento a la vez que en todas las casas se tensaban las banderas rojas, blancas y azules y decían tut-tut-tut-tut con tono de desaprobación."
1269,,The largest of the banners and the largest of the lawns belonged to Daisy Fay’s house.,"Lá cờ lớn nhất và bãi có lớn nhất là thuộc về nhà của Daisy Fay. Lúc đó chị Daisy mới mười tám tuổi, lớn hơn em hai tuổi và là người nổi tiếng nhất trong đám những thiếu nữ ở Louisville.","“Hem bayrakların hem de bahçelerin en büyüğü, Daisy Fay’in evinine aitti.",La bandera más grande y el césped más grande eran los de la casa de Daisy Fay.
1270,,"She was just eighteen, two years older than me, and by far the most popular of all the young girls in Louisville.","Lá cờ lớn nhất và bãi có lớn nhất là thuộc về nhà của Daisy Fay. Lúc đó chị Daisy mới mười tám tuổi, lớn hơn em hai tuổi và là người nổi tiếng nhất trong đám những thiếu nữ ở Louisville.","Benden iki yaş bü­yüktür, yani o zaman on sekizindeydi. Louisville’in en gözde kızıydı.","Daisy acababa de cumplir dieciocho años, dos más que yo, y era, de lejos, la chica más solicitada de Louisville."
1271,,"She dressed in white, and had a little white roadster, and all day long the telephone rang in her house and excited young officers from Camp Taylor demanded the privilege of monopolizing her that night.",Chị ấy lúc nào cũng mặc màu trắng và đi chiếc xe mui trần hai chỗ cũng màu trắng.,"Daima beyazlar içindeydi, hatta bir de beyaz, üstü açık arabası vardı.","Vestía de blanco, tenía un pequeño descapotable, y el teléfono no dejaba de sonar en su casa: los jóvenes oficiales de Camp Taylor[12] exigían con emoción el privilegio de monopolizar a Daisy aquella noche."
1273,,"When I came opposite her house that morning her white roadster was beside the kerb, and she was sitting in it with a lieutenant I had never seen before.","Sáng đó khi em đi ngang qua nhà chị Daisy, chiếc xe mui trần màu trắng của chị đang đậu sát hè đường, chị đang ngồi trong xe với một trung úy mà em chưa từng gặp trước kia.","“O sabah evinin önünden geçerken, beyaz ara­basının kaldırımın yanında park halinde olduğunu gördüm. Daisy de içinde, ilk kez o gün gördüğüm bir teğmenle beraber oturu­yordu.","Cuando llegué a la altura de su casa aquella mañana el descapotable blanco estaba junto a la acera, y ella estaba sentada al volante con un teniente al que yo no había visto antes."
1274,,They were so engrossed in each other that she didn’t see me until I was five feet away.,Hai người họ đang chú tâm vào nhau quá đến quá nỗi không nhìn thấy em cho tớ i khi em chỉ còn cách họ năm bước.,"Birbirine öyle dalıp gitmişlerdi ki, aramızda iki adım kalana kadar Daisy yaklaştığımı farkına varmamıştı.",Estaban tan absortos el uno en el otro que Daisy no me vio hasta que me tuvo a metro y medio de distancia.
1275,,"“Hello, Jordan,” she called unexpectedly.","""Chào Jordan."" Chị ấy đột ngột gọi em. ""Đến đây đi.""","“Birden, ‘Ah, Merhaba Jordan’ diye seslendiğini duydum, açıkçası bunu hiç beklemiyordum, ‘Gelsene!","—Hola, Jordan —gritó inesperadamente—."
1277,,"I was flattered that she wanted to speak to me, because of all the older girls I admired her most.","Em cảm thấy hãnh diện vì chị ấy muốn nói chuyện với em, trong số những chị lớn hơn, em ngưỡng mộ chị ấy nhất.","“Benimle konuşmak istemesi, beni onurlandırmıştı; zaten benden büyük olan kızlardan en çok ona hayrandım.","Me halagó que quisiera hablar conmigo, porque de todas las chicas mayores era la que yo más admiraba."
1278,,She asked me if I was going to the Red Cross to make bandages.,Chị ấy hỏi em nếu em có đi đến hội chữ thập đỏ để băng bó.,"‘Kızıl Haç’a, sargı bezi paketlemeye mi gidiyorsun,’ diye sordu.",Me preguntó si iba a la Cruz Roja a hacer paquetes de vendas.
1280,,"Well, then, would I tell them that she couldn’t come that day?",Chị ấy nhờ em nhắn hộ với họ là hôm đó chị không thể đến được.,O gün kendisinin gelemeyeceğini iletmemi istemişti.,"Bueno, ¿me importaría avisar de que ella no podía ir ese día?"
1281,,"The officer looked at Daisy while she was speaking, in a way that every young girl wants to be looked at sometime, and because it seemed romantic to me I have remembered the incident ever since.","Trong lúc chị Daisy nói chuyện, người sĩ quan cứ nhìn chị bằng cái nhìn mà tất cả mọi thiếu nữ trẻ đều muốn mình được nhìn như vậy. Cảnh tượng đó trông thật là tình tứ lãng mạn, nó khiến em nhỡ mãi.","O benimle konuşurken, yanındaki teğmen onun yüzüne öyle bir hayranlıkla bakıyordu ki, her genç kız hiç yoktan ara sıra kendisine böyle bakılmasını isterdi. Bakışları öylesine romantikti ki, o sahneyi hiç unutmadım.","El oficial miraba a Daisy mientras hablaba, de una manera que cualquier chica desearía que la miraran alguna vez, y me pareció tan romántico aquel momento que no lo he olvidado."
1282,"['jay gat', 'jay gatsby']","His name was Jay Gatsby, and I didn’t lay eyes on him again for over four years—even after I’d met him on Long Island I didn’t realize it was the same man.","Tên của anh ta là Jay Gatsby, sau lần đó khoảng bốn năm em không còn gặp lại anh ta nữa cho mãi cho đến khi em gặp lại anh ta ở Long Island em cũng chưa nhận ra hai người họ là một.","O teğmenin adı Jay Gatsby idi. Sonraki dört yıl, onu bir daha hiç görmedim. Hatta dört yılın sonunda, Long Island’da tanıştırıldığımızda onun o teğmen olduğunu bile anlayamadım.","El oficial se llamaba Jay Gatsby, y no volví a ponerle los ojos encima hasta cuatro años después. Incluso cuando me lo encontré de nuevo, en Long Island, no me di cuenta de que se trataba del mismo hombre."
1283,,That was nineteen-seventeen.,Năm đó là năm một ngàn chín trăm mười bẩy.,“Bu anlattığım 1917’de olmuştu.,Aquello fue en 1917.
1284,,"By the next year I had a few beaux myself, and I began to play in tournaments, so I didn’t see Daisy very often.","Sang đến năm sau, em cũng đã có vài anh theo đuổi và em bắt đầu tham gia tranh giải. Bởi vậy em không còn gặp chị Daisy thường xuyên nữa.","Bir yıl sonrasında artık benim de peşim­de birkaç hayranım vardı. Bu arada golf turnuvalarında oynamaya başlamıştım, bu nedenle Daisy’i pek az görür oldum.","Al año siguiente yo también tenía algunos admiradores, y empecé a participar en torneos, así que no vi mucho a Daisy."
1285,,She went with a slightly older crowd—when she went with anyone at all.,"Chị Daisy ít chơi với ai, chỉ giao thiệp với những người lớn tuổi hơn chị một chút.","İnsan içine çıkarsa da, ancak bizden yaşça büyük arkadaşlarıyla beraber olurdu.","Ella salía con un grupo algo mayor, cuando salía con alguien."
1286,,Wild rumours were circulating about her—how her mother had found her packing her bag one winter night to go to New York and say goodbye to a soldier who was going overseas.,"Có những tin đồn dữ dội đồn đãi về chị, nói một tối mùa đông mẹ chị ấy đã khám phá ra hành lý của chị khi chị chuẩn bị đi New York từ biệt một quân nhân sắp sửa được bổ nhiệm ra nước ngoài.","Onu pek görmesek de, sürekli olarak hakkındaki çılgın dedikoduları işitirdik. Mesela söylenilenlere göre bir kış gecesi, deniz aşırı göreve gidecek olan bir subayla vedalaşmak için, New York’a gitmek üzere valizini hazırlarken annesine yaka­lanmıştı.","Circulaban rumores disparatados sobre ella, sobre cómo su madre la había descubierto preparando el equipaje para irse a Nueva York a despedir a un soldado destinado a ultramar."
1287,,"She was effectually prevented, but she wasn’t on speaking terms with her family for several weeks.",Chị ấy đã bị ngăn lại không cho đi. Chuyện này khiến chị không hề nói chuyện với mọi người trong nhà nhiều tuần.,Elbette gitmesine mani olunmuştu. Bunun üzerine Daisy’nin ailesine küsüp haftalarca konuşmadığı anlatılırdı.,"Se lo impidieron terminantemente, pero Daisy le retiró la palabra a su familia durante semanas."
1288,,"After that she didn’t play around with the soldiers any more, but only with a few flat-footed, shortsighted young men in town, who couldn’t get into the army at all.","Sau đó, chị ấy không còn liên lạc với mấy quân nhân nữa mà chỉ giao thiệp với mấy người thanh niên địa phương vụng về, mắt cận thị không thể gia nhập quân đội.","Hatta dedikoduya göre Daisy, o zamandan sonra bir daha hiçbir askerle görüşmemiş; yalnızca düztaban ya da miyop olduklarından askere alınmamış olan gençlerle çıkmıştı.","Desde entonces no volvió a tontear con los soldados, sólo con jóvenes cortos de vista o con los pies planos, inútiles para el servicio militar."
1289,,"By the next autumn she was gay again, gay as ever.","Sang đến mùa thu năm sau thì Daisy lại vui vẻ trở lại, vui vẻ bình thường như xưa.",“Sonbaharda eski neşesine kavuşmuştu.,"Para otoño ya estaba otra vez alegre, más alegre que nunca."
1290,,"She had a début after the armistice, and in February she was presumably engaged to a man from New Orleans.","Chị thực sự bước chân ra đời sau khi ngưng chiến, sang đến tháng Hai thì chị ấy đính hôn với một người ở New Orleans.","Barışın imzalanmasının ardından, onuruna bir balo verilerek resmen sosye­teye tanıtıldı. Şubat ayında New Orleans’dan biriyle nişan­lanmış olduğunu işittik.","Debutó en sociedad después del armisticio, y en febrero estaba prometida con un tipo de Nueva Orleans, o eso se dijo."
1291,['tom buchanan'],"In June she married Tom Buchanan of Chicago, with more pomp and circumstance than Louisville ever knew before.","Nhưng sang tháng Sáu, thì lại đám cưới với Tom Buchanan người Chicago. Đám cưới xa hoa tráng lệ chưa từng có ở Lousiville.","Haziran’da ise Louisville’de, eşi benzeri görülmemiş, görkemli bir törenle Chicago’lu Tom Buchanan ile evlendi.","En junio se casó con Tom Buchanan, de Chicago, con pompa y solemnidad nunca vistas en la historia de Louisville."
1292,,"He came down with a hundred people in four private cars, and hired a whole floor of the Muhlbach Hotel, and the day before the wedding he gave her a string of pearls valued at three hundred and fifty thousand dollars.",Tom đưa xuống cả trăm người trên bốn toa xe riêng và mướn nguyên cả từng lầu khách sạn Seelbach. Trước đám cưới một ngày anh ta tặng chị ấy một chuỗi ngọc trai giá trị lên đến ba trăm năm chục ngàn đô la.,"Damat yanında yüz kişi ile birlikte, dört özel araçla geldi, Muhlbach Oteli’nin bir katını tamamen kapattı; törenden bir gece önce de, Daisy’e üç yüz elli bin dolarlık, inci bir gerdanlık taktı.","El novio llegó con cien personas en cuatro vagones privados, y alquiló una planta entera del Hotel Muhlbach, y el día antes de la boda le regaló a la novia un collar de perlas valorado en trescientos cincuenta mil dólares."
1293,,I was a bridesmaid.,Em làm phụ dâu.,“Gelinin nedimelerindendim.,Fui una de las damas de honor.
1294,,"I came into her room half an hour before the bridal dinner, and found her lying on her bed as lovely as the June night in her flowered dress—and as drunk as a monkey.","Khoảng nửa tiếng trước khi bữa tiệc cưới khai mạc, em đến phòng Daisy và nhìn thấy chị đang nằm trên giường trong chiếc áo cưới hoa, xinh đẹp như một đêm tháng Sáu. Chị ấy say khướt, một tay cầm chai rượu Sauterne, tay kia cầm một lá thư.","Düğün yemeğinden yarım saat önce odasına çıktığımda, onu Haziran güneşi kadar alımlı göründüğü çiçekli elbisesinin içinde, yatağına uzanmış bir vaziyette buldum.","Entré en el dormitorio de Daisy media hora antes de la cena de gala que precedió al día de la boda y me la encontré tendida en la cama, bella como una noche de junio en su vestido de flores… y totalmente borracha."
1297,,"“Never had a drink before, but oh how I do enjoy it.”","""Chúc mừng cho chị đi."" Chị ấy thì thầm. ""Chị chưa bao giờ uống rượu trong đời, nhưng hôm nay chị uống thấy rất ngon.""","‘Beni tebrik etmeyecek misin’ dedi dili dolanarak, ‘Bugüne kadar hiç içmemiştim, meğer ne güzel şeymiş.","No había bebido nunca, pero me encanta."
1298,,"“What’s the matter, Daisy?”","""Chuyện gì đã xẩy ra, chị Daisy?""","‘Daisy, neyin var?","—¿Qué te pasa, Daisy?"
1299,,"I was scared, I can tell you; I’d never seen a girl like that before.","Để em nói cho anh biết, lúc đó em rất sợ, em chưa từng thấy một người con gái ở trong tình trạng như vậy.","“Çok korktuğumu itiraf etmeliyim, o ana kadar bir kızı hiç o halde görmemiştim.","Yo estaba asustada, de verdad. Nunca había visto así a una chica."
1305,,She began to cry—she cried and cried.,"Chị ấy bắt đầu khóc, khóc và khóc mãi.",“Hıçkırıklara boğuldu; ağladı da ağladı.,"Se echó a llorar, y lloró, lloró."
1306,,"I rushed out and found her mother’s maid, and we locked the door and got her into a cold bath.",Em chạy vội ra ngoài đi tìm người hầu gái. Hai chúng em khóa cửa lại và đưa Daisy vào tắm nước lạnh.,"Dışarı fırladım, annesinin oda hizmetçisini buldum, sonra kapıyı kilitleyip Daisy’i soğuk duşun altına soktuk.",Salí corriendo y encontré a la criada de su madre. Cerramos la puerta con llave y la bañamos en agua fría.
