line_no,Ent,en,vi,tr,es
4146,,"It was a hot, wild night, and they were all three reminded of the old Sunday night when they had looked at the lightning from the same place.","Đêm ấy oi bức và trời sấm động, cả ba đều nhớ đến một đêm Chủ nhật xưa khi họ cũng ngồi đây nhìn ánh chớp xé trời.",Sıcak ve hararetli bir geceydi ve üçünün de aklına aynı yerde çakan şimşekleri izledikleri geçmişteki o pazar gecesi geldi.,Era una noche tempestuosa y de aliento abrasador que recordó a los tres aquella otra noche en que estuvieron contemplando el rayo desde aquella misma ventana.
4147,,"“I began to think,” said mr Lorry, pushing his brown wig back, “that I should have to pass the night at Tellson’s.",Ông Lorry vừa nói vừa đẩy ngược bộ tóc giả màu nâu ra sau: − Ta bắt đầu nghĩ tới việc phải ngủ lại đêm ở Tellson.,"""Galiba,"" dedi mr Lorry, kahverengi peruğunu arkaya doğru iterek, ""geceyi Tellson'da geçirmem gerekecek.","—Principio a pensar—dijo Lorry, echando hacia el colodrillo su peluquín—que he debido pasarme toda la noche en el Banco."
4148,,"We have been so full of business all day, that we have not known what to do first, or which way to turn.",Ở đó công việc đang ngập đầu tới mức mọi người không biết phải làm cái gì trước hay xoay xở cách nào.,"Bütün gün o kadar çok işimiz vardı ki, nereden başlayacağımızı, nasıl yapacağımızı bilemedik.","Ha llovido hoy sobre nosotros tan desencadenada tempestad de negocios, que no hemos sabido por dónde comenzar ni por dónde terminar."
4149,,"There is such an uneasiness in Paris, that we have actually a run of confidence upon us!",Bên Paris đang có bất ổn lớn tới mức thiên hạ đổ xô gửi tiền vào ngân hàng này! Thân chủ bên đó ồ ạt ủy thác tài sản của họ cho Tellson không giải quyết kịp.,Paris müthiş bir huzursuzluk içinde ve bütün müşteriler bize akın ediyor!,"Cunde en París la desconfianza en tales términos, que la confianza viene hacia nosotros semejante a torrente impetuoso."
4150,,"Our customers over there, seem not to be able to confide their property to us fast enough.",Bên Paris đang có bất ổn lớn tới mức thiên hạ đổ xô gửi tiền vào ngân hàng này! Thân chủ bên đó ồ ạt ủy thác tài sản của họ cho Tellson không giải quyết kịp.,Oradaki müşterilerimiz varlıklarını bize nasıl aktaracaklarını şaşırmış haldeler.,Nuestros clientes de allí no ven el momento de confiarnos sus bienes y propiedades.
4151,,There is positively a mania among some of them for sending it to England.”,Rõ ràng là nhiều người trong số này đã phát rồ lên vì muốn chuyển của cải sang Anh quốc.,Bunları İngiltere'ye gönderebilmek için deli gibi uğraşıyor bazıları.,"¡Nada, nada! ¡Es una verdadera manía de enviarlo todo a Inglaterra la que les ha acometido de pronto!"
4152,,"“That has a bad look,” said Darnay—",− Thế là đáng ngại đấy - Darnay nói.,"""Hiç hoş değil bu,"" dedi Darnay.",—Lo que a mi juicio es un síntoma muy malo—observó Darnay.
4153,['darnay'],"“A bad look, you say, my dear Darnay?","− Cháu nói đáng ngại phải không, cháu Darnay?","""Hiç hoş değil mi diyorsunuz sevgili Darnay?","—¿Mal síntoma, mi querido Darnay?"
4154,,"Yes, but we don’t know what reason there is in it.","Đúng đấy, nhưng ta không biết vì sao.",Evet ama bunun nedenini bilmiyoruz.,"Quizá, si obedeciera a razones justificadas; ¡pero es tan poco racional el mundo!"
4156,,"Some of us at Tellson’s are getting old, and we really can’t be troubled out of the ordinary course without due occasion.”","Thiên hạ thật vô lý! Bọn ta ở Tellson nhiều người đã già cả rồi, và bọn ta thật sự không thể bận tâm tới những chuyện bất bình thường nếu không có lý do chính đáng.","Tellson'daki bazı kişiler benim gibi yaşlandı artık, yani durduk yere bankanın işleyişini değiştiremeyiz ya biz.","Lo único que hasta ahora hay de positivo es que nos echan encima un trabajo abrumador, seguramente sin motivo, sin consideración a que en el Banco Tellson estamos muchos que somos ya viejos."
4157,['darnay'],"“Still,” said Darnay, “you know how gloomy and threatening the sky is.”","− Dù sao thì ông cũng biết tình hình đang bất ổn đáng lo mà, Darnay nói.","""Öyle ama,""dedi Darnay, ""havanın ne kadar kasvetli ve karanlık olduğunu görüyorsunuz.","—Sin embargo—objetó Darnay,—sabe usted perfectamente que hay cerrazón en el horizonte, que hace tiempo que se condensan las nubes amenazando tormenta."
4158,"['lorry', 'mr lorry']","“I know that, to be sure,” assented mr Lorry, trying to persuade himself that his sweet temper was soured, and that he grumbled, “but I am determined to be peevish after my long day’s botheration.","− Hẳn rồi, - ông Lorry đồng tình, trong lòng cố thuyết phục chính mình rằng chẳng qua ông đang trong tâm trạng khó chịu và chỉ ca thán cho qua chuyện. - Nhưng sau một ngày dài phiền toái, ta đang bực bội muốn kêu ca.","""Elbette görüyorum,"" diye kabullendi hemen mr Lorry, kendini her zamanki ılımlı halinin kalmadığına ve yakındığına ikna etmeye çalışan bir hali vardı. ""Ama bu kadar berbat ve uzun bir günün ardından benim de canım sıkıldı artık.","—Lo sé... claro que lo sé—contestó Lorry, intentando persuadirse a sí mismo de la necesidad de mostrarse un poquito gruñón y descontento;—tan es así, que vengo resuelto a reñir con cualquiera para desquitarme de las fatigas de este endiablado día."
4160,,"“Here he is,” said the Doctor, entering the dark room at the moment.","Ông Manette đâu rồi? − Tôi đây, - tiếng ông bác sĩ, ông đi vào phòng khách tăm tối đúng ngay lúc đó.","Tam o sırada karanlık odaya giren Doktor, ""Buradayım,"" diye seslendi.","—Aquí hay un pedazo—contestó el doctor, entrando en aquel momento en la estancia."
4161,,"“I am quite glad you are at home; for these hurries and forebodings by which I have been surrounded all day long, have made me nervous without reason.",− Ông có nhà thật tôi mừng quá; vì bao chuyện tất bật và đáng ngại này bủa vây suốt ngày hôm nay mà tôi nổi nóng vô lý.,"""Evde olmanıza çok sevindim; zira bütün gün etrafımı saran telaştan ve önsezilerden yok yere sinirim bozuldu.","—Me alegro que esté usted en casa, pues las prisas y presentimientos de hoy me han puesto nervioso sin razón ni motivo."
4162,,"You are not going out, I hope?”",Chắc là ông không ra ngoài đi dạo đấy chứ? −,Umarım dışarı çıkmıyorsunuzdur.,"¿Supongo que no pensará usted salir, eh?"
4163,,"“No; I am going to play backgammon with you, if you like,” said the Doctor.","Không, tôi tính chơi cờ với ông, nếu ông thích, - bác sĩ nói.","""Hayır; isterseniz beraber tavla oynayalım,"" dedi Doktor.","—No; si quiere usted, jugaremos una partida de chaquete."
4164,,"“I don’t think I do like, if I may speak my mind.","− Tôi nghĩ là tôi không thích đâu, xin được nói thẳng.","""Doğruyu söylemek gerekirse, pek istemiyorum galiba.","—Prefiero no jugar, que esta noche no estoy para contender con usted."
4165,,I am not fit to be pitted against you to-night.,Tối nay tôi không thể đấu với ông được.,Bu gece sizinle kapışacak gücüm yok.,"—Prefiero no jugar, que esta noche no estoy para contender con usted."
4166,"['lucie', 'lucía']","Is the teaboard still there, Lucie?","Trà nước còn đó không, Lucie?",Çay tepsisi hâlâ burada mı Lucie? Göremedim de.,"¿Está aquí el tablero, Lucía?"
4168,,"“Of course, it has been kept for you.”","− Tất nhiên là còn, cháu đã để dành cho ông.","""Tabii ki, sizin için beklettim.","—Aquí está, esperándole a usted."
4169,,"“Thank ye, my dear.","− Cảm ơn, cháu yêu.","""Teşekkür ederim yavrum.","—Muchas gracias, queridita."
4170,,The precious child is safe in bed?”,Còn con bé cưng của ta đã lên giường ấm nệm êm rồi chứ? −,Tatlı kız yattı mı?,¿La preciosa está en su camita?
4171,,“And sleeping soundly.”,Và đã ngủ ngon rồi.,"""Evet, mışıl mışıl uyuyor.",—Durmiendo como un tronco.
4172,,“That’s right; all safe and well!,− Được đấy; tất cả đều an lành!,"""Aman iyi, her şey yolunda!",—¡Muy bien... muy bien!
4173,,"I don’t know why anything should be otherwise than safe and well here, thank God; but I have been so put out all day, and I am not as young as I was!","Ta thấy không có lý do gì mà nơi này không an lành, tạ ơn Chúa; nhưng ta mệt đừ cả ngày hôm nay, đâu còn sức như hồi trẻ nữa!","Gerçi Tanrı'ya şükürler olsun, burada her şey her zaman yolunda tabii; ama bugün sinirlerim çok bozuldu, eh artık eskisi gibi genç de değilim!","¡La verdad es que no sé por qué no ha de ir todo muy bien aquí... gracias a Dios! Pero claro: ¡me han mareado hoy tanto... Y luego, ya no soy tan joven como ustedes... como era hace treinta años...!"
4174,,"My tea, my dear!","Trà đây rồi, cháu chu đáo quá! Cảm ơn.",Ah çayım mı yavrum!,"Mi tacita de te... Eso es, Lucía..."
4176,,"Now, come and take your place in the circle, and let us sit quiet, and hear the echoes about which you have your theory.”","Rồi, bây giờ cháu hãy đến cùng ngồi quanh bàn này đi, chúng ta hãy ngồi im nghe những tiếng dội mà cháu đã có giả thuyết ấy.","Şimdi sen de gel yanımıza da, hep beraber sessizce oturup hakkında çeşitli teoriler ürettiğin şu yankıları dinleyelim.","Ahora, déjenme un hueco, me sentaré en el círculo, y procuraré prestar oído a esos ecos acerca de los cuales tiene usted teorías muy peregrinas."
4177,,“Not a theory; it was a fancy.”,− Giả thuyết gì đâu; tưởng tượng thôi mà.,"""Teori değildi aslında; sadece bir fikir.","—No son teorías, sino caprichos de mi imaginación."
4178,,"“A fancy, then, my wise pet,” said mr Lorry, patting her hand.","− Thì tưởng tượng, cháu yêu của ta, - ông Lorry vừa nói vừa vỗ nhẹ lên bàn tay Lucie.","""Eh fikir olsun o zaman akıllı kızım,"" dedi mr Lorry, Lucie'nin eline sevgiyle hafifçe vurarak.","—Perfectamente, querida; los llamaremos caprichos—replicó Lorry."
4179,,"“They are very numerous and very loud, though, are they not?","- Những tiếng dội này rất nhiều và rất lớn, phải vậy không?","""Ne kadar çok ve yüksek çıkıyor sesleri, değil mi?","Son numerosos, variados y atronadores, ¿verdad? ¡Claro!"
4181,,"Headlong, mad, and dangerous footsteps to force their way into anybody’s life, footsteps not easily made clean again if once stained red, the footsteps raging in Saint Antoine afar off, as the little circle sat in the dark London window.","Những bước chân xông tới, điên cuồng, nguy hiểm, đột nhập vào cuộc đời bất kỳ ai, những bước chân không dễ rửa sạch một khi đã nhuộm máu, những bước chân thịnh nộ ở Saint Antoine xa xôi, trong lúc mọi người ngồi vòng quanh bên khung cửa sổ tăm tối ở London.","Bu küçük topluluk Londra'nın karanlık bir penceresinin önünde oturduğu sırada, aceleci, çılgın ve tehlikeli adımlar büyük bir azimle önlerine çıkanı yıkacakmış gibi ilerliyordu ve St Antoine'ın ötelerinden deli bir öfkeyle yaklaşan bu adımlar bir kere kızıla bulandı mı kolay kolay temizlenemezdi.","Pasos precipitados, pasos duros, pasos peligrosos que penetran violentamente en el centro vital de alguien, y que una vez se han teñido de rojo difícilmente se limpian, resonaban a lo lejos, en el barrio de San Antonio de París, y sus ecos trepidantes llegaban hasta el tranquilo rincón de Soho de Londres."
