line_no,Ent,en,vi,tr,es
2933,,That I was desirous of believing her indifferent is certain; but I will venture to say that my investigations and decisions are not usually influenced by my hopes or fears.,"Thật lòng tôi muốn tin rằng chị ấy lạnh nhạt, nhưng tôi xin mạo muội nói thêm rằng những niềm hy vọng hay những mối lo sợ thường không ảnh hưởng đến việc tìm hiểu và quyết định của tôi.","–Onun kayıtsızlığına inanmak istediğim doğrudur, –ama araştırma ve kararlarımın genellikle umut ya da korkularımdan etkilenmediğini söyleyebilirim.","Es cierto que yo deseaba creer en su indiferencia, pero le advierto que normalmente mis estudios y mis conclusiones no se dejan influir por mis esperanzas o temores."
2934,,"I did not believe her to be indifferent because I wished it; I believed it on impartial conviction, as truly as I wished it in reason.",Không phải tôi tin chị ấy lạnh nhạt vì tôi mong như thế. Tôi tin điều này vì dựa trên nhận thức vô tư; cũng thật sự như thể tôi có lý do để ước mong.,"–Ablanızın kayıtsız olduğuna ben öyle olsun istediğim için inanmadım; –tarafsız bir kanaatle inandım, hem de aynı samimiyetle.","No la creía indiferente porque me convenía creerlo, lo creía con absoluta imparcialidad."
2935,,My objections to the marriage were not merely those which I last night acknowledged to have required the utmost force of passion to put aside in my own case; the want of connection could not be so great an evil to my friend as to me.,"Tôi chống đối cuộc hôn nhân không phải chỉ vì chống đối, và tối hôm qua tôi nhận ra rằng cần có những cảm xúc mạnh mẽ nhất để gạt sang một bên các chống đối này, trong trường hợp của tôi; nếu thiếu các mối quan hệ thì không tồi tệ cho anh ấy nhưng rất tồi tệ với tôi.","–Evliliğe itirazlarım, kendi adıma büyük bir tutku gücü olunca ortadan kalkabileceğini dün gece itiraf ettiğim meseleler değildi; hısım akraba sorunu arkadaşım için benim kadar büyük bir engel değildir.","Mis objeciones a esa boda no eran exactamente las que anoche reconocí que sólo podían ser superadas por la fuerza de la pasión, como en mi propio caso; la desproporción de categoría no sería tan grave en lo que atañe a mi amigo como en lo que a mí se refiere; pero había otros obstáculos que, a pesar de existir tanto en el caso de mi amigo como en el mío, habría tratado de olvidar puesto que no me afectaban directamente."
2936,,"But there were other causes of repugnance; causes which, though still existing, and existing to an equal degree in both instances, I had myself endeavoured to forget, because they were not immediately before me.","“Nhưng mối ác cảm có những nguyên nhân khác mà chính tôi muốn cố quên vì chúng không hiển hiện trước tôi, mặc dù hiện giờ vẫn còn, và còn ở mức độ ngang nhau trong cả hai trường hợp của anh Bingley và tôi.","–Ama başka can sıkıcı durumlar vardı; –hâlâ mevcutsa da, hatta her ikimiz için de aynı ölçüde mevcutsa da her an önümde olmadıkları için benim şahsen unutmaya çalıştığım durumlar.","Mis objeciones a esa boda no eran exactamente las que anoche reconocí que sólo podían ser superadas por la fuerza de la pasión, como en mi propio caso; la desproporción de categoría no sería tan grave en lo que atañe a mi amigo como en lo que a mí se refiere; pero había otros obstáculos que, a pesar de existir tanto en el caso de mi amigo como en el mío, habría tratado de olvidar puesto que no me afectaban directamente."
2937,,"These causes must be stated, though briefly.","Tôi cần phải nói qua về những nguyên nhân này, tuy ngắn gọn.",–Bu nedenlerden de kısaca söz etmek gerekiyor.,"Debo decir cuáles eran, aunque lo haré brevemente."
2938,,"The situation of your mother’s family, though objectionable, was nothing in comparison of that total want of propriety so frequently, so almost uniformly betrayed by herself, by your three younger sisters, and occasionally even by your father:—pardon me,—it pains me to offend you.","Hoàn cảnh của gia đình cô, mặc dù thiếu thoải mái, không đáng kể gì so với sự ham muốn vật chất thường được đồng nhất biểu lộ qua bà nhà, qua ba em gái của cô, đôi lúc qua cả ông nhà. Tôi xin lỗi cô, tôi cảm thấy đau đớn nếu tôi xúc phạm cô.","–Annenizin ailesinin durumu, itici olmakla birlikte, onun kendisinin, üç kızkardeşinizin ve hatta zaman zaman babanızın neredeyse hep bir elden sergilediği o mutlak görgüsüzlüğün yanında hiç sayılır. –Beni bağışlayın. –Sizi gücendirmek bana acı veriyor.","La posición de la familia de su madre, aunque cuestionable, no era nada comparado con la absoluta inconveniencia mostrada tan a menudo, casi constantemente, por dicha señora, por sus tres hermanas menores y, en ocasiones, incluso por su padre."
2940,,"I will only say, farther, that from what passed that evening my opinion of all parties was confirmed, and every inducement heightened, which could have led me before to preserve my friend from what I esteemed a most unhappy connection.","“Tôi chỉ có thể nói thêm rằng, từ những gì xảy ra trong buổi tối ấy, nhận xét của tôi về mọi người được xác định, và tôi càng bị xui khiến thêm phải hành động để bảo vệ cho bạn tôi nhằm tránh một cuộc hôn nhân thiếu hạnh phúc.",–Son olarak şunu da söylemeliyim ki o akşam olanlar herkesle ilgili görüşlerimi doğruladı ve daha fazla gecikmeden arkadaşımı gayet sevimsiz bulduğum bir akrabalıktan koruma isteğimi güçlendirdi.,Sólo diré que con lo que pasó aquella noche se confirmaron todas mis sospechas y aumentaron los motivos que ya antes hubieran podido impulsarme a preservar a mi amigo de lo que consideraba como una unión desafortunada.
2941,,"He left Netherfield for London on the day following, as you, I am certain, remember, with the design of soon returning.","Như cô còn nhớ, tôi tin chắc thế, vào ngày kế, anh ấy rời Netherfield để đi London với ý định sẽ sớm trở lại.","–Ertesi gün, eminim biliyorsunuz, kısa zamanda geri dönmek üzere Netherfield'den Londra'ya gitti.","Bingley se marchó a Londres al día siguiente, como usted recordará, con el propósito de regresar muy pronto."
2942,,The part which I acted is now to be explained.,Bây giờ tôi xin giải thích về hành động của tôi.,–Şimdi sıra benim oynadığım rolü açıklamada.,Falta ahora explicar mi intervención en el asunto.
2943,,"His sisters’ uneasiness had been equally excited with my own: our coincidence of feeling was soon discovered; and, alike sensible that no time was to be lost in detaching their brother, we shortly resolved on joining him directly in London.","Cả em gái của anh ấy và tôi đều cùng lo lắng, chẳng bao lâu chúng tôi cùng nhận ra sự trùng hợp này, cả hai đều cùng có ý thức rằng không nên để mất thời giờ trong việc ngăn cách anh, nên chúng tôi đều quyết định cùng đi London với anh.","–Kızkardeşlerinin rahatsızlığı da benimkinden aşağı değildi; çok geçmeden aynı düşünceyi paylaştığımızı anladık; ve hep birden kardeşlerini ayırmak konusunda zaman kaybetmemek gerektiğine inanarak hemen Londra'ya, yanına gitmeye karar verdik.","El disgusto de sus hermanas se había exasperado también y pronto descubrimos que coincidíamos en nuestras apreciaciones. Vimos que no había tiempo que perder si queríamos separar a Bingley de su hermana, y decidimos irnos con él a Londres."
2944,,We accordingly went—and there I readily engaged in the office of pointing out to my friend the certain evils of such a choice.,"Nơi đây, tôi đã cố sức chỉ ra cho bạn mình thấy những bất lợi của việc chọn lựa như thế.",–Gittik de –orada arkadaşıma öyle bir seçimin belli sakıncalarını anlatmaya koyuldum.,Nos trasladamos allí y al punto me dediqué a hacerle comprender a mi amigo los peligros de su elección.
2945,,I described and enforced them earnestly.,Tôi cố thuyết phục anh ấy một cách tha thiết.,"–Bunları tarif etmekle kalmadım, kanıtladım da.",Se los enumeré y se los describí con empeño.
2946,,"But however this remonstrance might have staggered or delayed his determination, I do not suppose that it would ultimately have prevented the marriage, had it not been seconded by the assurance, which I hesitated not in giving, of your sister’s indifference.","Nhưng dù cho việc quở trách này có thể khiến anh phân vân hoặc hoãn đi đến quyết định, tôi không tin rồi sau này nó có thể ngăn cản cuộc hôn nhân, nếu không do thái độ hờ hững của chị cô.","–Bu müdahale onun kararını hızlandırabilir ya da geciktirebilirdi gerçi, ama kanımca sonunda evliliği önlemeyecekti, ablanızın kayıtsızlığını söz konusu etmeseydim, ki hiç duraksamadan ettim.","Pero, aunque ello podía haber conseguido que su determinación vacilase o se aplazara, no creo que hubiese impedido al fin y al cabo la boda, a no ser por el convencimiento que logré inculcarle de la indiferencia de su hermana."
2947,,"He had before believed her to return his affection with sincere, if not with equal, regard.","Trước đây, anh ấy đã tin rằng chị ấy sẽ đáp trả tình anh với lòng quan tâm chân thành, nếu không được ngang bằng.",O zamana kadar duygularına onunki ölçüsünde değilse de samimi bir karşılık aldığına inanıyordu.,Hasta entonces Bingley había creído que ella correspondía a su afecto con sincero aunque no igual interés.
2948,['bingley'],"But Bingley has great natural modesty, with a stronger dependence on my judgment than on his own.","Nhưng anh Bingley bẩm sinh có tính e dè, anh dựa vào nhận xét của tôi hơn là của anh.",–Ama Bingley'nin müthiş bir doğal alçakgönüllülüğü vardır; benim yargılarıma kendi yargılarından daha fazla güvenir.,"Pero Bingley posee una gran modestia natural y, además, cree de buena fe que mi sagacidad es mayor que la suya."
2949,,"To convince him, therefore, that he had deceived himself was no very difficult point.","Vì thế, thuyết phục anh rằng anh đã tự dối lòng là việc dễ dàng.",–Onu kendini kandırdığına inandırmak çok zor olmadı.,"Con todo, no fue fácil convencerle de que se había engañado."
2950,,"To persuade him against returning into Hertfordshire, when that conviction had been given, was scarcely the work of a moment.","Khi tôi đã làm cho anh tin rồi, thì khẩn cầu anh đừng trở về Hertfordshire không phải là việc làm khó khăn.",Bu inancı verdikten sonra Hertfordshire'e dönmemeye ikna etmek zaten bir anlık işti.,"Una vez convencido, el hacerle tomar la decisión de no volver a Hertfordshire fue cuestión de un instante."
