line_no,Ent,en,vi,tr,es
2364,,"The statements was interesting, but tough.","Nhưng lời nói trong đó khá hay, nhưng phải cái hơi cục cằn.","Cümleler ilginç, ama anlaşılması zor türdendi.","Lo que decía era interesante, pero difícil."
2365,,"Another was Friendship’s Offering, full of beautiful stuff and poetry; but I didn’t read the poetry.","Một quyển khác là cuốn Hy sinh vì bạn, trong đó có rất nhiều truyện hay, thơ hay, nhưng tôi không đọc thơ.",Çok güzel yazılar ve şiirlerle dolu “Dostluğun Getirdikleri” diye bir kitap da vardı; ama şiirleri okumadım.,"Otro era la Ofrenda de la amistad, lleno de cosas muy bonitas y poesías, pero la poesía no me la leí."
2366,,"Another was Henry Clay’s Speeches, and another was dr Gunn’s Family Medicine, which told you all about what to do if a body was sick or dead.","Một cuốn là Những bài diễn văn của Henry Clay, rồi một cuốn nữa là Y học trong gia đình của bác sĩ Gunn, trong đó nói về tất cả những gì ta phải làm khi trong nhà có người ốm đau hoặc chết.",Henry Clay’in Nutukları adlı bir kitabın yanı sıra biri hasta olursa ya da ölürse yapılacak her şeyi anlatan dr Gunn’ın Aile Hekimliği adlı kitabı da vardı.,"Otro eran los Discursos de Henry Clay y otro la Medicina en familia del doctor Gunn, donde decía todo lo que había que hacer si alguien se ponía malo o se moría."
2367,,"There was a hymn book, and a lot of other books.","Rồi lại có một quyển sách về những bài hát mừng Thánh, và một lô những sách khác nữa.",Bir tane İlahi Kitabı ve daha bir sürü kitap vardı.,Había un libro de himnos y un montón de libros más.
2368,,"And there was nice split-bottom chairs, and perfectly sound, too—not bagged down in the middle and busted, like an old basket.","Lại có những chiếc ghế con rất xinh, chân đóng choẵi ra, và ngồi rất vững, ở giữa mặt ghế không trũng mà cũng không sổ tụt như một cái rỗ cũ.","Bir de çok güzel örme hasırdan koltuklarda oturuyorduk, hem de çok sağlamdı bunlar – ortası çökmüş, eski sepetler gibi altı çıkmış değillerdi.","Y había unas sillas de rejilla muy bonitas, y además muy resistentes, no hundidas por el medio y rotas, como una cesta vieja."
2369,,"They had pictures hung on the walls—mainly Washingtons and Lafayettes, and battles, and Highland Marys, and one called “Signing the Declaration.”","Họ có cả tranh treo trên tường - nhất là tranh vẽ Wasingtons là Lafayettes vẽ những trận đánh nhau, vẽ cao nguyên Mary, và một bức tranh gọi là Ký bản Tuyên ngôn.","Duvarlarda tablolar asılıydı – çoğunlukla Washington’lar ve Lafayette’ler, savaşlar, Highland Mary’ler,1 ayrıca bir de “Bağımsızlık Bildirgesinin İmzalanışı”.",En las paredes tenían colgados cuadros sobre todo de Washington y Lafayette y batallas y María reina de Escocia y otro que se llamaba La firma de la Declaración.
2370,,"There was some that they called crayons, which one of the daughters which was dead made her own self when she was only fifteen years old.","Có một số bức tranh mà gọi họ là ký hoạ, trong đó vẽ hình một trong những người con gái ở gia đình này đã chết rồi, đó là cô ta tự vẽ hồi mới mười lăm tuổi.","Karakalem denen türden resimler de vardı, ölen kızlarından biri daha on beş yaşındayken kendi resmini yapmıştı.","Había algunos que llamaban pasteles, que había hecho una de las hijas, muerta cuando sólo tenía quince años."
2371,,"They was different from any pictures I ever see before—blacker, mostly, than is common.",Những tranh này khác với mọi bức tranh mà trước đây tôi vẫn thường thấy - nó phần nhiều là đen hơn tranh thường.,Bugüne kadar gördüğüm tüm resimlerden farklıydı bunlar; hepsinden daha koyu renkliydi.,Eran diferentes de todos los cuadros que había visto yo antes: casi todos más oscuros de lo que se suele ver.
2372,,"One was a woman in a slim black dress, belted small under the armpits, with bulges like a cabbage in the middle of the sleeves, and a large black scoop-shovel bonnet with a black veil, and white slim ankles crossed about with black tape, and very wee black slippers, like a chisel, and she was leaning pensive on a tombstone on her right elbow, under a weeping willow, and her other hand hanging down her side holding a white handkerchief and a reticule, and underneath the picture it said “Shall I Never See Thee More Alas.”","Một cái vẽ người đàn bà mặc áo đen mỏng, thắt nhỏ dưới cánh tay, với những miếng xoè ra như bắp cải ở giữa cổ tay áo, với một cái mũ chụp lên đầu có mảnh voan đen xoà xuống, với hai cổ chân trắng chung quanh quấn dây đen, đeo đôi giầy đen chỉ nhỏ bằng những lưỡi dao trổ; người đàn bà trong tranh cúi xuống buồn bã, bên một cái bia mộ ở phía bên phải, dướie một cây liễu tủ, còn tay kia thì cầm chiếc khăn trắng với một cái giỏ đan; dưới bức tranh viết rằng: Hỡi ơi, em không bao giờ còn được thấy anh nữa!.","Bir tanesinde incecik siyah elbiseli bir kadın vardı. Elbise koltukaltlarından kemerle daraltılmıştı, manşetlerinin ortası lahana gibi kabarıktı ve başındaki kürek gibi siperliği olan şapkanın önünde siyah bir tül vardı, beyaz ince bileklerine siyah şeritler bağlanmıştı ve ayağında keskiye benzer minik kara terlikler vardı.","Uno era de una mujer con un vestido negro ajustado, con un cinturón debajo de los sobacos y con bultos como una col en medio de las mangas y un gran sombrero negro en forma como de cofia, con un velo negro y los tobillos blancos y delgados vendados con una cinta negra y unas zapatillas negras muy pequeñas, como espátulas, y estaba inclinada pensativa sobre una losa de cementerio apoyándose en el codo derecho, bajo un sauce llorón, con la otra mano caída a un lado y en ella un pañuelo blanco y un ridículo, y debajo del cuadro un letrero que decía «Nunca volveré a verte, ay»."
2373,,"Another one was a young lady with her hair all combed up straight to the top of her head, and knotted there in front of a comb like a chair-back, and she was crying into a handkerchief and had a dead bird laying on its back in her other hand with its heels up, and underneath the picture it said “I Shall Never Hear Thy Sweet Chirrup More Alas.”","Còn một bức tranh khác thì vẽ người đàn bà trẻ tuổi, có bao nhiêu tóc chải ngược hết cả trên đỉnh đầu, rồi thắt nút ở đằng trước bừng một cái lược trông như cái lưng ghế dựa, bà ta đang khóc, mặt úp vào chiếc khăn, lại có một con chim chết nằm ngửa trên tay kia, hai chân ngổng ngược, rồi ở dưới tranh thì viết: Hỡi ơi, ta sẽ không bao giờ còn được nghe mi hót nữa! Rồi lại có một bức tranh khác vẽ một người đàn bà trẻ tuổi ngồi bên cửa sổ nhìn trăng, nước mắt chảy ròng ròng xuống má: một tay cầm bức thư mở sẵn, có dấu triện đen ở một bên bức thư, đưa chiếc khung ảnh nhỏ có một sợi dây lên miệng cắn; dưới tranh thì để là: Có phải anh ra đi chăng, hỡi anh, anh ơi rồi!","Kadın sağ dirseğini bir mezar taşına yaslamış dalgın dalgın duruyordu, bir salkım söğüdün altındaydı ve yandan sarkan diğer elinde beyaz bir mendil ile bir el çantası görülüyordu, resmin altında da “Ne Yazık, Bir Daha Asla Göremeyeceğim Seni” yazıyordu. Başka bir resimde saçı güzelce tam tepesinde topuz yapılmış ve topuzun ardına da sandalye arkalığına benzer bir tarak tutturulmuş olan genç bir kadın vardı. Bir eliyle mendilini yüzüne götürmüş ağlıyordu ve diğer elinde de pençelerini dikmiş ölü bir kuş yatıyordu; bu resmin altında da, “Ne Yazık, O Güzel Ötüşünü Bir Daha Asla Duyamayacağım” yazıyordu.","Otro era de una señorita joven con el pelo todo peinado en tupé y hecho un moño y atado por detrás a un peine grande como una espalda de silla que lloraba en un pañuelo y en la otra mano tenía un pájaro muerto de espaldas y patas arriba, y debajo del cuadro decía «Nunca volveré a oír tu dulce trino, ay»."
2374,,"There was one where a young lady was at a window looking up at the moon, and tears running down her cheeks; and she had an open letter in one hand with black sealing wax showing on one edge of it, and she was mashing a locket with a chain to it against her mouth, and underneath the picture it said “And Art Thou Gone Yes Thou Art Gone Alas.”","Còn một bức tranh khác thì vẽ người đàn bà trẻ tuổi, có bao nhiêu tóc chải ngược hết cả trên đỉnh đầu, rồi thắt nút ở đằng trước bừng một cái lược trông như cái lưng ghế dựa, bà ta đang khóc, mặt úp vào chiếc khăn, lại có một con chim chết nằm ngửa trên tay kia, hai chân ngổng ngược, rồi ở dưới tranh thì viết: Hỡi ơi, ta sẽ không bao giờ còn được nghe mi hót nữa! Rồi lại có một bức tranh khác vẽ một người đàn bà trẻ tuổi ngồi bên cửa sổ nhìn trăng, nước mắt chảy ròng ròng xuống má: một tay cầm bức thư mở sẵn, có dấu triện đen ở một bên bức thư, đưa chiếc khung ảnh nhỏ có một sợi dây lên miệng cắn; dưới tranh thì để là: Có phải anh ra đi chăng, hỡi anh, anh ơi rồi!","Başka bir resimde genç bir hanım pencereden aya bakıyordu ve yanaklarından yaşlar süzülüyordu; bir elinde ucu siyah mühürlü açık bir mektup duruyordu, diğer eliyle de zincirli bir madalyonu dudaklarına götürmüştü.","Había otro en que una señorita miraba a la luna por una ventana y se le caían las lágrimas por las mejillas, y en una mano tenía una carta abierta en cuyo borde se veía un sello de lacre negro, y se llevaba a la boca un guardapelos con una cadena y debajo del cuadro decía «Y te has ido, sí, te has ido, ay»."
2375,,"These was all nice pictures, I reckon, but I didn’t somehow seem to take to them, because if ever I was down a little they always give me the fan-tods.","Những bức tranh ấy đều đẹp cả, tôi chắc thế, nhưng hình như tôi không thích lắm. Vì hễ cứ lúc nào tôi buồn thì nó lại làm cho tôi thấy nặng nề thêm.","Bu resmin altındaki yazı şöyleydi: “Ah Gittin Artık Sen, Ne Yazık, Gittin Artık Sen.” Bunlar güzel resimlerdi herhalde, ama pek bana göre değildi; çünkü ne zaman moralim biraz bozuk olsa bu resimlere bakınca iyiden iyiye bozuluyordu.","Calculo que aquellos cuadros eran de mucho mérito, pero no sé por qué no me gustaban, porque cuando yo estaba algo desanimado siempre me daban canguelo."
2376,,"Everybody was sorry she died, because she had laid out a lot more of these pictures to do, and a body could see by what she had done what they had lost.","Ai cũng lấy làm tiếc rằng cô ta chết, vì cô đang còn định vẽ rất nhiều những bức tranh như thế. Ai cũng thấy rằng cô ta đã được những gì mà mọi người mất những gì.","Kızın ölümüne herkes çok üzülmüştü, çünkü bu resimlerden daha bir sürü yapabilirdi ve insanlar onun yaptıklarına bakarak neler kaçırdıklarını anlıyorlardı.","Todo el mundo estaba muy triste porque se había muerto, porque le quedaban muchos cuadros más por pintar, y por los que ya había pintado se veía lo que habían perdido."
2377,,But I reckoned that with her disposition she was having a better time in the graveyard.,Nhưng tôi nghĩ rằng với cái tính tình của cô ấy như thế thì cũng nên ra nghĩa địa mà nghỉ ngơi thì hơn.,Ama resimlerdeki meyline bakılırsa mezarlıkta daha iyi vakit geçiriyordu herhalde.,Pero yo calculaba que con aquel estado de ánimo lo estaría pasando mucho mejor en el cementerio.
2379,,"It was a picture of a young woman in a long white gown, standing on the rail of a bridge all ready to jump off, with her hair all down her back, and looking up to the moon, with the tears running down her face, and she had two arms folded across her breast, and two arms stretched out in front, and two more reaching up towards the moon—and the idea was to see which pair would look best, and then scratch out all the other arms; but, as I was saying, she died before she got her mind made up, and now they kept this picture over the head of the bed in her room, and every time her birthday come they hung flowers on it.","Đó là bức tranh vẽ một người thiếu phụ mặc chiếc áo dài trắng, đứng bên thành cầu, sắp sửa nhảy xuống sông, tóc xoã xuống sau lưng, mặt ngược lên nhìn trăng, nước mắt tràn trề, hai tay khoanh trước ngực, lại có hai cánh tay khác giơ ra đằng trước mặt, rồi lại có hai tay khác nữa với lên gần mặt trăng - ý ở đây là để xem đôi tay nào tốt hơn thì lấy, còn những tay khác thì sẽ xoá đo. Nhưng mà như tôi đã nói ở trên, cô ấy chết trước khi có ý định dứt khoát; và bây giờ họ vẫn giữ bức tranh ấy treo trên đầu giường trong buồng cô ấy. Cứ mỗi lần đến ngày sinh nhật cô ấy thì họ lại kết hoa lên bức tranh ấy.","Bu resim uzun beyaz elbiseli genç bir kadının resmiydi; bir köprünün korkulukları üzerinde atlamaya hazır duruyordu, saçlarını serbest bırakmış, aya bakıyordu ve yüzünden yaşlar süzülüyordu. İki kolunu göğsünün üstüne kavuşturmuştu, iki kolunu ileri doğrultmuştu ve ikisini de aya doğru uzatmıştı – hangisinin daha iyi durduğuna bakarak sonradan diğer kolları silecekti; ama dediğim gibi bu konuda bir karar veremeden ölmüştü ve şimdi bu resmi odasındaki yatağın başında saklıyorlar; onun her doğum gününde resmin üzerine çiçekler asıyorlardı.","Era un cuadro de una muchacha con un vestido blanco largo, subida a la barandilla de un puente y lista para saltar, con la melena suelta a la espalda mirando la luna, con la cara bañada en lágrimas, que tenía dos brazos cruzados sobre el pecho, dos brazos alargados por delante y dos brazos que se dirigían a la luna, y de lo que se trataba era de ver qué par de brazos quedaría mejor y después borrar todos los demás, pero como estaba diciendo, se murió antes de decidirse y ahora tenían aquel cuadro encima de la cabecera de la cama en su habitación y cada vez que llegaba su cumpleaños le ponían flores todo alrededor."
